imageFilename,bboxes
.\rgb_\C106_2017_12_31_14_10_22\1.jpg,"[[230.0, 77.0, 44.0, 27.0], [247.0, 122.0, 86.0, 40.0], [264.0, 89.0, 26.0, 19.0], [2.0, 117.0, 44.0, 25.0], [317.0, 75.0, 9.0, 14.0], [319.0, 64.0, 19.0, 17.0], [9.0, 166.0, 104.0, 73.0]]"
.\rgb_\C106_2017_12_31_14_10_22\7.jpg,"[[198.0, 129.0, 112.0, 60.0], [225.0, 81.0, 19.0, 22.0], [242.0, 80.0, 25.0, 25.0], [260.0, 87.0, 31.0, 21.0], [264.0, 90.0, 1.0, 1.0], [308.0, 71.0, 24.0, 16.0], [325.0, 70.0, 17.0, 17.0], [73.0, 106.0, 64.0, 36.0]]"
.\rgb_\C106_2017_12_31_14_10_22\11.jpg,"[[214.0, 76.0, 28.0, 32.0], [239.0, 77.0, 27.0, 31.0], [251.0, 121.0, 100.0, 45.0], [255.0, 84.0, 49.0, 27.0], [311.0, 67.0, 17.0, 20.0], [324.0, 61.0, 20.0, 24.0], [3.0, 102.0, 47.0, 32.0], [54.0, 111.0, 86.0, 39.0], [67.0, 182.0, 149.0, 57.0]]"
.\rgb_\C106_2017_12_31_14_10_22\15.jpg,"[[1.0, 172.0, 109.0, 62.0], [146.0, 115.0, 73.0, 36.0], [219.0, 79.0, 25.0, 25.0], [243.0, 80.0, 20.0, 19.0], [258.0, 87.0, 36.0, 21.0], [307.0, 64.0, 19.0, 27.0], [322.0, 71.0, 15.0, 14.0]]"
.\rgb_\C106_2017_12_31_14_30_18\1.jpg,"[[233.0, 88.0, 33.0, 17.0], [250.0, 94.0, 36.0, 21.0], [275.0, 82.0, 21.0, 14.0], [296.0, 72.0, 19.0, 23.0]]"
.\rgb_\C106_2017_12_31_14_30_18\8.jpg,"[[223.0, 152.0, 112.0, 41.0], [236.0, 89.0, 20.0, 19.0], [248.0, 90.0, 37.0, 25.0], [268.0, 83.0, 33.0, 13.0], [297.0, 76.0, 21.0, 20.0]]"
.\rgb_\C106_2017_12_31_14_30_18\16.jpg,"[[1.0, 111.0, 45.0, 34.0], [231.0, 147.0, 99.0, 42.0], [238.0, 89.0, 22.0, 18.0], [251.0, 95.0, 33.0, 17.0], [258.0, 130.0, 89.0, 26.0], [275.0, 84.0, 22.0, 14.0]]"
.\rgb_\C106_2017_12_31_14_30_18\19.jpg,"[[110.0, 128.0, 77.0, 38.0], [172.0, 120.0, 72.0, 37.0], [1.0, 146.0, 70.0, 56.0], [236.0, 88.0, 23.0, 17.0], [253.0, 92.0, 31.0, 20.0], [275.0, 77.0, 26.0, 20.0], [301.0, 77.0, 15.0, 14.0], [322.0, 78.0, 14.0, 18.0]]"
.\rgb_\C106_2017_12_31_14_50_26\1.jpg,"[[243.0, 85.0, 26.0, 19.0], [261.0, 77.0, 19.0, 13.0], [276.0, 78.0, 16.0, 21.0], [322.0, 64.0, 15.0, 23.0], [59.0, 108.0, 39.0, 22.0], [6.0, 109.0, 62.0, 47.0]]"
.\rgb_\C106_2017_12_31_14_50_26\5.jpg,"[[1.0, 101.0, 34.0, 28.0], [233.0, 139.0, 117.0, 51.0], [240.0, 87.0, 28.0, 16.0], [243.0, 78.0, 32.0, 13.0], [276.0, 82.0, 19.0, 15.0], [321.0, 66.0, 17.0, 20.0]]"
.\rgb_\C106_2017_12_31_14_50_26\8.jpg,"[[140.0, 126.0, 82.0, 46.0], [240.0, 87.0, 28.0, 19.0], [245.0, 127.0, 87.0, 32.0], [277.0, 79.0, 18.0, 15.0], [323.0, 65.0, 20.0, 22.0]]"
.\rgb_\C106_2017_12_31_14_50_26\14.jpg,"[[1.0, 145.0, 46.0, 53.0], [206.0, 134.0, 103.0, 52.0], [240.0, 86.0, 28.0, 20.0], [270.0, 81.0, 27.0, 19.0], [318.0, 69.0, 20.0, 16.0]]"
.\rgb_\C106_2017_12_31_14_50_26\18.jpg,"[[22.0, 107.0, 42.0, 19.0], [234.0, 85.0, 41.0, 19.0], [245.0, 127.0, 93.0, 38.0], [270.0, 79.0, 29.0, 17.0], [322.0, 70.0, 18.0, 14.0], [64.0, 122.0, 73.0, 30.0], [82.0, 184.0, 156.0, 55.0]]"
.\rgb_\C106_2017_12_31_15_10_26\1.jpg,"[[139.0, 120.0, 74.0, 29.0], [243.0, 81.0, 35.0, 23.0], [265.0, 77.0, 30.0, 23.0], [301.0, 147.0, 50.0, 62.0], [311.0, 75.0, 15.0, 15.0]]"
.\rgb_\C106_2017_12_31_15_10_26\4.jpg,"[[148.0, 126.0, 96.0, 52.0], [238.0, 127.0, 94.0, 36.0], [239.0, 85.0, 36.0, 19.0], [272.0, 79.0, 19.0, 24.0], [313.0, 71.0, 19.0, 18.0], [61.0, 112.0, 63.0, 27.0]]"
.\rgb_\C106_2017_12_31_15_10_26\10.jpg,"[[1.0, 108.0, 28.0, 29.0], [241.0, 82.0, 31.0, 26.0], [275.0, 78.0, 16.0, 21.0], [2.0, 142.0, 63.0, 67.0], [311.0, 73.0, 19.0, 15.0], [69.0, 112.0, 57.0, 26.0]]"
.\rgb_\C106_2017_12_31_15_10_26\17.jpg,"[[1.0, 152.0, 56.0, 61.0], [119.0, 131.0, 84.0, 40.0], [127.0, 91.0, 209.0, 57.0], [248.0, 80.0, 37.0, 20.0], [308.0, 71.0, 16.0, 17.0]]"
.\rgb_\C106_2017_12_31_15_30_18\8.jpg,"[[75.0, 123.0, 64.0, 30.0]]"
.\rgb_\C106_2017_12_31_15_30_18\9.jpg,"[[317.0, 79.0, 22.0, 12.0]]"
.\rgb_\C106_2017_12_31_15_30_18\12.jpg,"[[227.0, 139.0, 93.0, 43.0], [307.0, 78.0, 24.0, 20.0]]"
.\rgb_\C106_2017_12_31_15_30_18\16.jpg,"[[1.0, 160.0, 105.0, 57.0], [211.0, 124.0, 89.0, 34.0], [290.0, 79.0, 36.0, 26.0], [60.0, 112.0, 70.0, 44.0]]"
.\rgb_\C106_2017_12_31_15_50_24\1.jpg,"[[1.0, 110.0, 37.0, 33.0], [101.0, 111.0, 75.0, 30.0], [228.0, 143.0, 115.0, 49.0], [239.0, 87.0, 28.0, 19.0], [269.0, 88.0, 29.0, 19.0], [303.0, 71.0, 26.0, 19.0]]"
.\rgb_\C106_2017_12_31_15_50_24\4.jpg,"[[117.0, 133.0, 94.0, 35.0], [233.0, 84.0, 34.0, 24.0], [268.0, 75.0, 24.0, 19.0], [271.0, 92.0, 23.0, 19.0], [27.0, 178.0, 115.0, 56.0], [34.0, 108.0, 57.0, 27.0]]"
.\rgb_\C106_2017_12_31_15_50_24\10.jpg,"[[198.0, 118.0, 80.0, 36.0], [230.0, 87.0, 30.0, 22.0], [267.0, 89.0, 31.0, 19.0], [269.0, 150.0, 82.0, 79.0]]"
.\rgb_\C106_2017_12_31_15_50_24\13.jpg,"[[1.0, 153.0, 63.0, 57.0], [106.0, 112.0, 70.0, 36.0], [179.0, 129.0, 120.0, 56.0], [231.0, 81.0, 37.0, 31.0], [265.0, 88.0, 34.0, 26.0], [284.0, 155.0, 67.0, 73.0]]"
.\rgb_\C106_2017_12_31_15_50_24\20.jpg,"[[1.0, 101.0, 50.0, 39.0], [13.0, 149.0, 99.0, 89.0], [234.0, 89.0, 30.0, 23.0], [242.0, 142.0, 52.0, 41.0], [255.0, 118.0, 90.0, 28.0], [275.0, 86.0, 26.0, 27.0], [283.0, 158.0, 68.0, 61.0], [302.0, 76.0, 14.0, 15.0]]"
.\rgb_\C106_2017_12_31_16_10_18\1.jpg,"[[217.0, 176.0, 115.0, 63.0], [218.0, 77.0, 26.0, 24.0], [241.0, 86.0, 27.0, 17.0], [274.0, 90.0, 25.0, 17.0], [306.0, 76.0, 26.0, 18.0]]"
.\rgb_\C106_2017_12_31_16_10_18\12.jpg,"[[201.0, 135.0, 110.0, 50.0], [218.0, 85.0, 30.0, 18.0], [238.0, 84.0, 32.0, 22.0], [270.0, 85.0, 31.0, 24.0], [294.0, 80.0, 27.0, 16.0], [315.0, 73.0, 27.0, 18.0]]"
.\rgb_\C106_2017_12_31_16_30_18\1.jpg,"[[227.0, 90.0, 32.0, 15.0], [261.0, 73.0, 24.0, 21.0], [267.0, 85.0, 27.0, 11.0], [281.0, 163.0, 70.0, 60.0]]"
.\rgb_\C106_2017_12_31_16_30_18\10.jpg,"[[216.0, 135.0, 119.0, 57.0], [231.0, 85.0, 32.0, 24.0], [251.0, 79.0, 20.0, 17.0], [275.0, 81.0, 23.0, 12.0]]"
.\rgb_\C106_2017_12_31_16_30_18\16.jpg,"[[1.0, 166.0, 72.0, 51.0], [233.0, 87.0, 29.0, 21.0], [253.0, 80.0, 16.0, 15.0], [264.0, 76.0, 21.0, 17.0], [270.0, 82.0, 25.0, 11.0], [40.0, 118.0, 60.0, 29.0]]"
.\rgb_\C106_2017_12_31_16_50_19\1.jpg,"[[223.0, 66.0, 62.0, 24.0], [243.0, 84.0, 31.0, 20.0], [273.0, 78.0, 19.0, 19.0], [279.0, 84.0, 27.0, 20.0], [310.0, 102.0, 41.0, 20.0]]"
.\rgb_\C106_2017_12_31_16_50_19\9.jpg,"[[228.0, 67.0, 56.0, 22.0], [231.0, 138.0, 116.0, 49.0], [242.0, 81.0, 32.0, 25.0], [266.0, 91.0, 29.0, 15.0], [272.0, 76.0, 29.0, 18.0]]"
.\rgb_\C106_2017_12_31_16_50_19\15.jpg,"[[222.0, 125.0, 78.0, 31.0], [229.0, 67.0, 59.0, 20.0], [248.0, 150.0, 103.0, 44.0], [248.0, 84.0, 27.0, 18.0], [261.0, 89.0, 42.0, 18.0], [50.0, 119.0, 62.0, 31.0]]"
.\rgb_\C106_2017_12_31_16_50_19\18.jpg,"[[1.0, 110.0, 43.0, 24.0], [1.0, 138.0, 40.0, 28.0], [127.0, 77.0, 37.0, 21.0], [133.0, 137.0, 93.0, 39.0], [135.0, 121.0, 56.0, 18.0], [220.0, 65.0, 67.0, 25.0], [244.0, 77.0, 28.0, 32.0], [265.0, 92.0, 37.0, 18.0], [279.0, 78.0, 22.0, 17.0], [57.0, 174.0, 149.0, 65.0]]"
.\rgb_\C106_2017_12_31_17_10_22\10.jpg,"[[1.0, 143.0, 58.0, 59.0], [240.0, 142.0, 111.0, 47.0], [249.0, 84.0, 26.0, 21.0], [272.0, 72.0, 32.0, 25.0], [296.0, 68.0, 23.0, 24.0], [312.0, 65.0, 25.0, 24.0]]"
.\rgb_\C106_2017_12_31_17_10_22\18.jpg,"[[241.0, 98.0, 110.0, 70.0], [243.0, 77.0, 41.0, 13.0], [248.0, 85.0, 31.0, 18.0], [295.0, 68.0, 25.0, 23.0], [311.0, 66.0, 21.0, 21.0]]"
.\rgb_\C106_2017_12_31_17_30_23\1.jpg,"[[171.0, 134.0, 91.0, 47.0], [235.0, 78.0, 25.0, 22.0], [248.0, 85.0, 23.0, 23.0], [259.0, 130.0, 67.0, 31.0], [268.0, 85.0, 32.0, 25.0]]"
.\rgb_\C106_2017_12_31_17_30_23\4.jpg,"[[10.0, 166.0, 103.0, 71.0], [157.0, 122.0, 80.0, 31.0], [232.0, 80.0, 28.0, 18.0], [248.0, 86.0, 25.0, 19.0], [267.0, 87.0, 31.0, 19.0], [81.0, 124.0, 71.0, 28.0]]"
.\rgb_\C106_2017_12_31_17_30_23\6.jpg,"[[114.0, 117.0, 81.0, 29.0], [238.0, 86.0, 21.0, 13.0], [249.0, 88.0, 25.0, 20.0], [270.0, 87.0, 39.0, 23.0], [288.0, 139.0, 61.0, 29.0], [31.0, 120.0, 69.0, 26.0], [81.0, 184.0, 147.0, 55.0]]"
.\rgb_\C106_2017_12_31_17_30_23\8.jpg,"[[229.0, 127.0, 85.0, 39.0], [243.0, 89.0, 31.0, 20.0], [272.0, 89.0, 23.0, 18.0], [5.0, 114.0, 47.0, 28.0], [84.0, 116.0, 62.0, 27.0]]"
.\rgb_\C106_2017_12_31_17_30_23\12.jpg,"[[1.0, 168.0, 119.0, 53.0], [125.0, 118.0, 71.0, 30.0], [249.0, 82.0, 25.0, 26.0], [268.0, 88.0, 30.0, 19.0], [33.0, 109.0, 49.0, 24.0]]"
.\rgb_\C106_2017_12_31_17_30_23\17.jpg,"[[1.0, 105.0, 28.0, 19.0], [1.0, 146.0, 55.0, 67.0], [207.0, 121.0, 80.0, 42.0], [234.0, 81.0, 30.0, 18.0], [249.0, 85.0, 24.0, 17.0], [265.0, 88.0, 28.0, 20.0], [306.0, 153.0, 45.0, 36.0], [45.0, 112.0, 54.0, 25.0]]"
.\rgb_\C106_2017_12_31_17_30_23\20.jpg,"[[124.0, 114.0, 71.0, 28.0], [12.0, 106.0, 48.0, 26.0], [158.0, 137.0, 107.0, 43.0], [268.0, 90.0, 33.0, 16.0], [297.0, 80.0, 31.0, 19.0], [83.0, 187.0, 148.0, 52.0]]"
.\rgb_\C106_2017_12_31_17_50_28\1.jpg,"[[205.0, 124.0, 94.0, 36.0], [234.0, 83.0, 35.0, 20.0], [277.0, 83.0, 30.0, 25.0], [29.0, 115.0, 76.0, 28.0], [78.0, 177.0, 147.0, 62.0]]"
.\rgb_\C106_2017_12_31_17_50_28\5.jpg,"[[223.0, 132.0, 106.0, 50.0], [239.0, 81.0, 28.0, 24.0], [275.0, 86.0, 32.0, 21.0], [88.0, 107.0, 71.0, 35.0]]"
.\rgb_\C106_2017_12_31_17_50_28\10.jpg,"[[1.0, 106.0, 53.0, 23.0], [237.0, 85.0, 37.0, 20.0], [274.0, 88.0, 35.0, 20.0], [56.0, 116.0, 55.0, 33.0], [8.0, 161.0, 93.0, 61.0]]"
.\rgb_\C106_2017_12_31_17_50_28\16.jpg,"[[239.0, 82.0, 31.0, 21.0], [259.0, 124.0, 92.0, 42.0], [279.0, 86.0, 30.0, 20.0]]"
.\rgb_\C106_2017_12_31_18_10_23\1.jpg,"[[219.0, 145.0, 101.0, 42.0], [226.0, 127.0, 83.0, 26.0], [231.0, 88.0, 37.0, 24.0], [24.0, 118.0, 62.0, 27.0], [270.0, 91.0, 33.0, 17.0]]"
.\rgb_\C106_2017_12_31_18_10_23\7.jpg,"[[237.0, 87.0, 32.0, 23.0], [254.0, 131.0, 88.0, 36.0], [268.0, 90.0, 32.0, 21.0], [42.0, 122.0, 59.0, 29.0], [75.0, 111.0, 53.0, 22.0]]"
.\rgb_\C106_2017_12_31_18_10_23\9.jpg,"[[173.0, 122.0, 91.0, 31.0], [233.0, 84.0, 32.0, 25.0], [260.0, 148.0, 91.0, 44.0], [264.0, 88.0, 44.0, 23.0], [37.0, 108.0, 49.0, 21.0], [5.0, 119.0, 50.0, 22.0]]"
.\rgb_\C106_2017_12_31_18_10_23\16.jpg,"[[1.0, 148.0, 73.0, 58.0], [15.0, 110.0, 47.0, 20.0], [236.0, 89.0, 31.0, 19.0], [272.0, 89.0, 29.0, 20.0], [29.0, 120.0, 58.0, 23.0], [300.0, 155.0, 51.0, 43.0]]"
.\rgb_\C106_2017_12_31_18_10_23\20.jpg,"[[114.0, 126.0, 86.0, 37.0], [233.0, 83.0, 39.0, 26.0], [249.0, 128.0, 94.0, 50.0], [271.0, 90.0, 32.0, 21.0], [298.0, 84.0, 25.0, 14.0], [307.0, 81.0, 16.0, 12.0], [67.0, 172.0, 158.0, 67.0]]"
.\rgb_\C106_2017_12_31_18_30_28\9.jpg,"[[1.0, 167.0, 112.0, 57.0], [11.0, 104.0, 51.0, 27.0], [245.0, 82.0, 20.0, 18.0], [264.0, 88.0, 28.0, 28.0], [274.0, 74.0, 22.0, 21.0], [292.0, 84.0, 29.0, 18.0], [299.0, 145.0, 52.0, 54.0]]"
